country	institution	id	group	country_cd
China	Jordan Valley Semiconductors (China)	293811d59fb189a80e6da6f63cb77887	PostDoc	code_1
Iran (Islamic Republic of)	Sabzevar University of Medical Sciences	7824b28f7c6e623bceb9253918365e09	prof	code_3
India	Guru Jambheshwar University of Science and Technology	07826213dc3e0cf1c321b2cd688971ad	PhD	code_3
Canada	BC Cancer Agency	372ac4c3a049272e03e229c69c55e0c8	assistant_prof	code_1
Netherlands	European Centre for Nature Conservation	3e1e033ce7710c64bf06a95aa337ef3d	PostDoc	code_4
Viet Nam	Tra Vinh University	0fa3d07b9fca9d58e68cfecea8a8c94f	assistant_prof	code_5
Russian Federation	Institute for High Energy Physics	e4a8e382e6bb56eea4c35bf28c02077a	PostDoc	code_4
United Kingdom of Great Britain and Northern Ireland	Flexiant (United Kingdom)	86d3292951abab4a914ef4523130d027	assistant_prof	code_5
Australia	Wishlist	0f6789484357156f59cec2e88bd20234	PhD	code_1
Colombia	Military University Nueva Granada	d23e95999757e227af07f14bdd89ccf5	prof	code_2
Canada	Immersion (Canada)	03df444abc5b449e28ce38f859f87b73	PostDoc	code_1
Austria	Austrian Society for Environment and Technology	f45519f65bf14bd071b4ee8cdc55a725	PhD	code_1
Germany	BioConsult SH (Germany)	e36b3ef450df30d5186f15c8c40d6120	PhD	code_2
United Kingdom of Great Britain and Northern Ireland	NHS Blood and Transplant	975a980320a8c4deb867ea076e070b16	PostDoc	code_5
Sweden	Swedish Mercantile Marine Foundation	5ef649678a8d8a5d229f0f10f2c62a91	prof	code_5
New Zealand	AFT Pharmaceuticals (New Zealand)	42dd9aee81bcf1d7a3f1703800dec599	PhD	code_4
Germany	ORYX (Germany)	8a0f2eb49fed3081386e35c6a3ee3abc	PhD	code_2
France	Sciences Cognitives et Sciences Affectives	e6f999ddf4ee98d81ed8007494e7d1a5	PostDoc	code_2
Belgium	ISC Intelligence in Science	dfeeabe293251c03f8e42c9b0a935b12	PostDoc	code_1
Republic of Korea	Hallym University of Graduate Studies	c8e6d67cc724a1f869f1c7884e004ea8	PostDoc	code_4
Poland	Free and Open Source Software Foundation	2b1b73a430c05f0efffd2e61fa4708fb	assistant_prof	code_4
Netherlands	Wittenborg University	84e1b157945f1e48e1f2777d2788f3c4	prof	code_4
South Africa	South African Democratic Teachers Union	980d812099f4e1d4fe067b041617169a	PostDoc	code_5
India	Social Service Sericulture Project Trust	13f32daacdf594a7383ebdff32c1ab57	assistant_prof	code_3
India	Woxsen School of Business	8d27e9d71f08437074f26ff165523fdc	prof	code_3
China	China Academy of Urban Planning and Design	c05c64feea8c5036a71266d5dbdc4dea	PostDoc	code_1
China	Institute of Intelligent Machines	42959e77c06e98a44d7a31150628e483	PostDoc	code_1
France	Prince Medical (France)	bc190f21e2f876f3161438656194b8a5	PostDoc	code_2
Czechia	Česká Hutnická Společnost	fcecf3e8a18dd6f68cb82600078e5bb8	assistant_prof	code_2
Peru	Universidad de Huánuco	a83ea435dd3c050612cdf9602753146e	assistant_prof	code_4
Japan	Hokuyukai Neurology Hospital	e3bd26934df1725e7f293d5c5377cca8	PostDoc	code_3
India	HCG Cancer Centre	aa9c27b97732dc31139d79bdae057da2	PhD	code_3
United Kingdom of Great Britain and Northern Ireland	Paint Research Association	7f93f849ec8e65b8e922e091735a97d1	assistant_prof	code_5
Denmark	Kennedy Center	0faa68a4b9e8ca481a815094abaaa930	PhD	code_2
France	Institut Parisien de Chimie Moléculaire	5d0018154d27834a70245421b9dbcfa8	prof	code_2
Norway	Norwegian Kennel Club	1e04ea5e73f85b611158ab0caeb0f5ef	PostDoc	code_4
China	Yunnan Academy of Forestry	8833d5f2f5fc24efa48b0a37bdb2ffea	assistant_prof	code_1
United Kingdom of Great Britain and Northern Ireland	Perth & Kinross Association of Voluntary Service	4410e9e23cbedd779b68b8c0310c2238	PhD	code_5
Colombia	Fundación Tecnológica Antonio de Arévalo	6c71295f38681618589520089005b27b	PostDoc	code_2
Indonesia	University of Darussalam Gontor	4cde49e8ae85adfcda55d73eb70c44f2	assistant_prof	code_3
United Kingdom of Great Britain and Northern Ireland	St. Oswald's Hospital	9584540b7a0931ac7e2c0c3855d0d3dc	assistant_prof	code_5
Netherlands	Novay	ea0b6e94a75c8484e207c82ef509cc17	prof	code_4
Switzerland	Mandat International	ad18c6d0670182df2f0cceb9df8dfc9e	PostDoc	code_5
Italy	ProControl (Italy)	675dc36e8c55ddecb2d3215ebd0e17f4	PhD	code_3
Germany	Alacris (Germany)	64e1c82f72034bc651ad58e477f71e06	PhD	code_2
France	Aurea Agrosciences (France)	eca2d3502161636e1f4064e5e5f4411c	prof	code_2
Czechia	Ekoport	f5dd37ba31de0adef3b465a5ad43dd30	prof	code_2
Republic of Korea	Women in Nuclear Korea	39ebb1e8bf10f8b62620bd172aaa64b2	PostDoc	code_4
United Kingdom of Great Britain and Northern Ireland	Trelleborg (United Kingdom)	805522b1c717f9500ca3a0466e40f7fd	assistant_prof	code_5
Canada	CRC Robotics	9a12f4b89f7632b68fdfd46ecf0a3fc7	PostDoc	code_1
Russian Federation	Mordovia State Pedagogical Institute named after ME Evseveva	71860e6bd1ad77f297cb77cb9851a672	assistant_prof	code_4
Japan	Foundation Nerve Institute	304b7cf963ce013389f0316e94b24c7f	PostDoc	code_3
Portugal	Escola Superior de Enfermagem de Lisboa	7b41f70ec84d3e7f14c7ac780119574d	PhD	code_4
India	Indian Institute of Technology Delhi	dcf0933827b19c80c64a6cd489f2464a	prof	code_3
Germany	Centre for European Economic Research	fecafcf6cc1d37c9b6cc56dfc25f4d32	PostDoc	code_2
Australia	Agilent Technologies (Australia)	2243348d7ea7b7da1e6157392f020108	PhD	code_1
France	Institut du Fer à Moulin	f91782b7a4c3ab85d4bc2c7c1f9df27c	prof	code_2
United Kingdom of Great Britain and Northern Ireland	Barnet and Chase Farm NHS Hospitals Trust	fb46f4447097c33a81c5a46ed4bff365	assistant_prof	code_5
Germany	Klinik für Neuropädiatrie und Muskelerkrankungen	1f833cc1e90f001ed7d050baef3485c4	PhD	code_2
Republic of Korea	Iljin Radiation Engineering (South Korea)	c56b17a6c17cb51974c2529b590ccdd9	PhD	code_4
United Kingdom of Great Britain and Northern Ireland	City of York Council	92df6a0e9f02d7535ce466c7b2e72dc3	PhD	code_5
China	Jiangxi Provincial Cancer Hospital	7d456c46c3e56e2b8d73d3b3e489b870	PhD	code_1
Finland	Boehringer Ingelheim (Finland)	2fc4adb9ecf7f578a6909473dad31bc7	PostDoc	code_2
Portugal	Ferespe (Portugal)	b3c48994369eddbf85a6c3dc6d737bcf	prof	code_4
Canada	Rouillard (Canada)	71030378bfff3daf017ba0111fec02cd	PostDoc	code_1
Germany	Fahrenheit (Germany)	a7c2bcf577866f890122a9f093393bd3	PhD	code_2
Japan	Niigata Agricultural Research Institute	f335e9222dfb5ff67009c296f122359a	assistant_prof	code_3
Russian Federation	Institute of History, Archaeology and Ethnography of the Peoples of Far-East	bda19af225ab35063d1f04bb75876560	assistant_prof	code_4
China	Shanghai Institute of Optics and Fine Mechanics	3a06ec3aefbc1c6d3d4aa11d47a59e62	assistant_prof	code_1
Canada	Élisabeth Bruyère Hospital	8e845dfcea813842dd23854327adfd64	assistant_prof	code_1
Taiwan (Province of China)	National Defense Medical Center	95b26f48ccca7021f53094a6d0877b81	prof	code_5
Spain	Fundación Valenciaport	55da62b7f9817ffb49815f7a44ee1317	PhD	code_5
Poland	Sefako (Poland)	a54c9c88e54b49f1d12a72b0b085db05	assistant_prof	code_4
Chile	Institute for Diagnostic Imaging and Research of the Skin and Soft Tissues	92ac5671dee867776597efd20d927468	PostDoc	code_1
United Kingdom of Great Britain and Northern Ireland	Royal Cornwall Hospital	6993b10c5acacaafb5a851cf7de2f9f6	assistant_prof	code_5
United Kingdom of Great Britain and Northern Ireland	Farm Africa	8fdc6ddc7d36ddee7381356aec91748e	PostDoc	code_5
Czechia	Statek Horní Dvorce (Czechia)	c0d41e72e6422c2cee4109efff8ff008	assistant_prof	code_2
United Kingdom of Great Britain and Northern Ireland	Link2Energy (United Kingdom)	38db9169b1ff20bc5b85127ba2c622c0	PostDoc	code_5
India	Gujarat University	e3e4477f905c19b67373dfb82346e2dc	assistant_prof	code_3
Canada	Trinity College	182d077101e85dad36148704da6ce817	PostDoc	code_1
Japan	Asahikawa, Hokkaido Nishi High School	5d1bc78daa6d2d55ff327e3791a6e2bc	PhD	code_3
Germany	Sana Klinikum	1b47f96d8875177d542560c71404dd37	prof	code_2
Netherlands	USE2ACES (Netherlands)	d42d786af59b75643b9a631ef22074db	prof	code_4
France	Délégation Ile-de-France Ouest et Nord	18d99dfb5cbe98ff47e6bf69444709c6	prof	code_2
Sweden	Guideline Geo (Sweden)	d00fd63c5abd8cdf333e2e1dda60361e	assistant_prof	code_5
Brazil	Caixa Cultural	eb750ef67c56afa572cb3bb23c4e9792	PhD	code_1
United Kingdom of Great Britain and Northern Ireland	East Berkshire College	210e8d004e6b02ff492c3d2d9eff0600	prof	code_5
Thailand	Saengtham College	ac9766b32441fb6747178a35e7a7608f	PhD	code_5
Poland	University of Computer Sciences and Skills	1b4835386273fb2bae1d7bfb06dd88fd	prof	code_4
Hungary	Baptist Theological Academy	82b443ac87151d966f6a6fe47817622d	PostDoc	code_3
Germany	Centre for Contemporary History	18c64291c70dcb269452555f1ca75368	prof	code_2
Bahrain	Delmon University for Science & Technology	8fe41c4c00e5244d5f67736561493b41	PhD	code_1
Poland	Lodz University of Technology	e80d4c312991e6fe5da6559de01e05fe	PostDoc	code_4
Paraguay	Instituto Privado de Hematología e Investigación Clínica	7e6e89bbb4bec992935ec52130776b2d	assistant_prof	code_4
Mongolia	Mongolian National University of Education	d4c826c5d29521d50a03d76d7c4b864a	prof	code_4
Romania	Universitatea Avram Iancu	ad3be298c8374ff0125fba7d1683ee2d	PhD	code_4
Japan	Soft99 (Japan)	cf46dccb6e6bc7f9d99e4151f38c2506	PhD	code_3
China	WCW Technology (China)	74e19621028e2fe98a23c485bc5696d0	PostDoc	code_1
South Africa	Somerset Hospital	629eea5959402f0602df4a8a8e2e2612	assistant_prof	code_5
Australia	Department of Communities and Justice	da26292a7ae239d1f5c22c84321af131	assistant_prof	code_1
Pakistan	Preston University	d591023972b8bfbcddda1a5d79038c2c	PhD	code_4
South Africa	South African Council for Planners	e2543ba1402d604679ffd0d3890eb028	assistant_prof	code_5
Mexico	Universidad Marista	365becfe2ba6d3aac5bebbd98f581fa1	assistant_prof	code_3
Greece	Satways (Greece)	e5f2a81d7cfc97670903d59a0e4ab6ae	assistant_prof	code_2
Qatar	Supreme Council Of Health	992ebdf7f96a31662533db246178bc05	PostDoc	code_4
Germany	ICLEI - Local Governments for Sustainability	e27426b286b21ed85852c18d2e647588	PhD	code_2
China	Nuctech (China)	e982d1e3f2881d0603467a7bfabf27a2	PostDoc	code_1
Germany	SRH Hochschule der Populären Künste	340ca7a763de845ea36337c5c11872cf	PhD	code_2
Germany	Stiftung Deutsche Depressionshilfe	dcc770cb5fa1632f0e48efc44da19152	assistant_prof	code_2
Czechia	Panasonic (Czechia)	8efdcdb06642b3b47a61ed95cd4ba6d2	PostDoc	code_2
Spain	Cidete (Spain)	c3a781118518d55cad114b9e609d2702	PostDoc	code_5
United Kingdom of Great Britain and Northern Ireland	Advanced Lead Acid Battery Consortium	2eaff0358cd7f9f815e16f9a45fd2ced	prof	code_5
Germany	BTK University of Arts & Design	487912fa904c9d7b9008a425cb84aa60	PostDoc	code_2
China	Hong Kong Export Credit Insurance Corporation	254dbdd84abf1a0c7a1be7e047d79a96	prof	code_1
Switzerland	Institut Jaques-Dalcroze	92b8354c336f8c346d1fe2489de4ba7a	PostDoc	code_5
China	Tianjin University	1556ff14e7cc827c0310dd6365b2ef2d	prof	code_1
United Kingdom of Great Britain and Northern Ireland	JRI Orthopaedics (United Kingdom)	142c7f9f4e26c263271864070ca805d4	assistant_prof	code_5
Russian Federation	Russian State Archive of Scientific and Technical Documentation	a9e5351030d9d2297bde2c765dbf98f3	assistant_prof	code_4
Canada	Canadian Mennonite University	da676c628498a17b5bee70bc2f048dea	assistant_prof	code_1
Belgium	InnovaWood	84b19070e516a1deb4771de428b62cda	prof	code_1
China	Tianjin Academy for Intelligent Recognition Technologies	9fde1b25e45bb4a62364e71135b69d57	PostDoc	code_1
Belgium	Centre Belge d'Etude de la Corrosion	e4b873798cd73cb89e37d64b3ab9479b	PhD	code_1
Spain	BioCruces Health research Institute	bd4897e8b1296e076beb4494ce978521	prof	code_5
United Kingdom of Great Britain and Northern Ireland	Advanced Propulsion Centre	72f8ba37a610910d8685963e9824be13	assistant_prof	code_5
China	Changsha Normal University	9b8fef6461f835154090de374bf0d479	PhD	code_1
Italy	INFN Sezione di Perugia	13dcd12effb49da726c6b51282332ad1	assistant_prof	code_3
United Kingdom of Great Britain and Northern Ireland	Fisheries Society of the British Isles	a9761aa3ce298bc34090dcedd758e79b	PhD	code_5
France	Centre d'Etudes et de Recherches Appliquées à la Gestion	c407d0942773f41609e8e56eeeac7437	PostDoc	code_2
Switzerland	Sevika Medical (Switzerland)	83d957f4fd7cc8d810eb8ccf640cfcdf	PhD	code_5
Canada	Cégep de la Gaspésie et des Îles	2d84cdb4419171d26ee3dc7799ed94ad	PhD	code_1
Brazil	Mwa Automação (Brazil)	fea1e790e82d7851f34114b5a18e1c47	PhD	code_1
Armenia	Armenian State Pedagogical University after Khachatur Abovian	4ef9d20e102371d89417076feab7bbf4	PostDoc	code_1
India	Global Innovation and Technology Alliance	43cd762a9c24374f0f9c96e55bb74f81	prof	code_3
Burkina Faso	AFRICSanté	fc880d81f179d2022e4c576284bdf7bd	PhD	code_1
Sweden	Husqvarna (Sweden)	c1076932846cf238039b9e1073e7c711	PostDoc	code_5
Japan	Japan Tobacco (Japan)	5f0610925a3363e66e6ce211e1b95709	assistant_prof	code_3
Norway	Planktonic (Norway)	e4e0b53cc080cb81b6e62e3240f47bff	PhD	code_4
Switzerland	Ria & Arthur Dietschweiler Stiftung	abff969507f5521a5b6e458419c072d3	assistant_prof	code_5
Türkiye	İlkogen (Turkey)	c3da61f7134abd539138f3d1d9750989	assistant_prof	code_5
Luxembourg	Agence eSanté	736fa503b481849289d907d6290843a5	prof	code_3
Brazil	Sociedade Latino Americana de Biomateriais e Órgãos Artificiais	d1a8bd641914cb0814f1063dcb594b36	prof	code_1
China	Bühler (China)	a1378f325c9a277e5b71897782c124cf	PhD	code_1
Australia	Centre for Clinical Research in Neuropsychiatry	38db521d3595ec9921b6f9728163d798	prof	code_1
South Africa	Department of Arts and Culture	dbb3dbe652c12c43c746076bf86df4b3	prof	code_5
Indonesia	Malikussaleh University	cd10f5672ac3717caad9025f1c9b241b	prof	code_3
Kenya	Jaramogi Oginga Odinga University of Science and Technology	bda235d8c26ab0bffec0f20c2042b4c7	prof	code_3
Spain	Institución Milá y Fontanals	4076e82f8b4a05d1c311cd0d54a1b44f	assistant_prof	code_5
France	Illinois Tool Works (France)	fc49a525ecfd742f0ef4b040c6ff92b5	prof	code_2
Canada	Dignitas International	ea31cea27814fb0482136b884a0b11f7	PhD	code_1
Japan	Fuji Oil (Japan)	cc92d65380e486f492622c74791baa5a	prof	code_3
United Kingdom of Great Britain and Northern Ireland	Nexor (United Kingdom)	6f05f8632966764fb2abdf8f6c3f197b	PhD	code_5
Mozambique	National Directorate of Geology	86258916111841a743ee9c76179e010b	assistant_prof	code_4
Panama	Gamboa Laboratories	819f20143bd206dffc47c9241dc25dfd	prof	code_4
Bangladesh	Ministry of Health and Family Welfare	03f72915cb4be477ffca5a7c5408bb28	assistant_prof	code_1
France	Owens Corning (France)	33ae148d264cacb785c183b3408857cc	assistant_prof	code_2
Austria	Complexity Science Hub Vienna	97ac373a16d369bbfc53d6a78bef360f	prof	code_1
India	Dr Vijay Kumar Foundation	259e70b1f07ad4aab8d80afe2c917841	PhD	code_3
Sweden	Stena (Sweden)	77387bf4f504bf12164eedaa6ba4d697	prof	code_5
China	SinoCDN (China)	5ea53583c546b336a1a4dc3b140aa522	PostDoc	code_1
Jordan	Amman Arab University	5aa8f0159f28251ecbd1e5b355e777fb	PhD	code_3
Australia	Royal North Shore Hospital	b22439e5225e0f749a76afcec0aefc19	prof	code_1
Armenia	Ministry of Defence of Armenia	57b262fa1d62c95bbfc84157a963c17b	PhD	code_1
Germany	Max Planck Institute for Molecular Genetics	21a95e53e761abf1c81eb303c9412de6	assistant_prof	code_2
Republic of North Macedonia	International Association for the Exchange of Students for Technical Experience	f80467b0efac273846e655c148a3012e	PostDoc	code_4
Philippines	University of Santo Tomas Hospital	f6485622bc0205e0d36c78958724a658	assistant_prof	code_4
China	Guangdong Machinery Research Institute	14f443020eabbb5369105ca564b93ec1	assistant_prof	code_1
France	Société du Canal de Provence	6375f52e94f4b834004d956ef9e8e049	assistant_prof	code_2
Sweden	H&M Foundation	77baa5adfbdb86639b76ba4cb158bbfb	PostDoc	code_5
Germany	Navigant (Germany)	ef8662d3e3ffea266b2a7415fc5ca251	PostDoc	code_2
Canada	Saskatoon Medical Imaging	37287f0616c66de20bd495f6193124c9	PhD	code_1
Spain	Fundació ACE	d1c722f2f856d4da03c78a7d34a1175f	prof	code_5
Kenya	National Museums of Kenya	c506ae822e04a7adb22ef70aac221f4a	assistant_prof	code_3
Greece	Municipal Enterprise for Social Development Trikalon	c5dc6889c72c8365135d594eface5ade	prof	code_2
China	Guangzhou Women and Children Medical Center	7989bde8445743bc8225fbf8648e111f	prof	code_1
India	Central Institute of Post-Harvest Engineering and Technology	7ceb692901f7ea5d522b31b679c63f62	PostDoc	code_3
Germany	KOB (Germany)	a87965ad4c732a7a81bfb73a6ef72053	prof	code_2
Uganda	Ministry of Education, Science, Technology and Sports	425f5a0ed858eda8e021c577aa4b7b59	PostDoc	code_5
India	Valagro (India)	1c5ca35d59b70838632f37eee1e4b966	PostDoc	code_3
Brazil	Associação Nacional de Transportes Públicos	3b0c0b9e856828241b797110b884b48d	PostDoc	code_1
China	Young Entrepreneurs Development Council	7d8452601ce8e326b936ffd37142ef96	PostDoc	code_1
Hungary	Research Institute for Fisheries and Aquaculture	5c20bd46f70109345cca0ee9730e1d6a	PhD	code_3
United Kingdom of Great Britain and Northern Ireland	Newbattle Abbey College	551f9a33bad71085b20d0fa7aa3e8cdb	PhD	code_5
Australia	South Metropolitan Technical and Further Education	841dfde5d287326c256b73c47fc824fa	PhD	code_1
Australia	Melbourne Genomics Health Alliance	4496b4e61dbb4392b14aff42112360c9	prof	code_1
Canada	Lu’ma Native Housing Society	f1e1550628f6ad0215a51839d98fdb35	PhD	code_1
United Kingdom of Great Britain and Northern Ireland	British Olympic Association	f06be037364d49888c573e133c0c0dc0	assistant_prof	code_5
Italy	Conservatorio di Musica Giuseppe Verdi	c8a7ff199e524fe9568442a3022c41a3	PhD	code_3
Japan	Kyoto Sosei University	ce7754ba7e419d5cf49a4e922367e420	assistant_prof	code_3
Germany	Giesecke and Devrient (Germany)	a512a7cc644bfc3afb5c67299b965786	prof	code_2
Germany	Collaborating Centre on Sustainable Consumption and Production	df3c338fd97269e904d6139f4f51e1c1	PhD	code_2
Canada	Canadian Political Science Association	20494538776a9888e2450170252c1610	assistant_prof	code_1
France	Groupe SEB	dba1712eb91fd7941d0e4996b8fc21ff	assistant_prof	code_2
Indonesia	Universitas Timbul Nusantara	10daf5aac6353a153bdfa74b9b618e0d	PostDoc	code_3
Guadeloupe	Centre Hospitalier Universitaire Pointe-à-Pitre	803541f3f335266c930ed0e3255ff5fd	prof	code_2
Sweden	Sahlgrenska University Hospital	fbdc2ca07c40e5dfa3cfded3253a766b	prof	code_5
United Kingdom of Great Britain and Northern Ireland	Scottish Confederation of University and Research Libraries	9911b151f9d25577cd07bfd58f079e03	PhD	code_5
Germany	University of Konstanz	d79dbe785c146f1c2282a070c572c197	PhD	code_2
Israel	Jerusalem Institute for Israel Studies	c67c946d5373ee84d40f332cfa01df15	assistant_prof	code_3
Japan	Otsu Red Cross Hospital	0999d06a6eb805c2fc4274755a735e6f	prof	code_3
Qatar	Occidental Petroleum (Qatar)	59b66b08b764f768d370a51fafead6c5	PhD	code_4
France	Albert-Trillat Center	35829d55a7a185ba2be96974efe838ce	prof	code_2
France	Savoirs et Pratiques du Moyen Âge au XIXe siècle	c8fea9ee520d3eeffa3269278f50608d	PostDoc	code_2
Brazil	CBPak (Brazil)	8493a341f6629e0ea87fb138fe141a91	prof	code_1
Belgium	EASN Technology Innovation Services BVBA	420ea263a52da6667421feae8a1ee97c	prof	code_1
Netherlands	De Bascule	83acf5888fac168ce4f484e3a5d30efc	assistant_prof	code_4
Japan	Kishiwada City Hospital	d7a417ff611e26881e3cdc7390d3e69e	assistant_prof	code_3
Germany	Swarco (Germany)	0cac98112fefb8e9075d636d54768180	assistant_prof	code_2
State of Palestine	University of Palestine	cea1fbfaa9d69a010669d18e7921ecbc	assistant_prof	code_5
Switzerland	Musik Akademie Basel	3c92d0c80999ad0c0a80a9139800bbfa	PhD	code_5
Norway	Trollhetta (Norway)	483a1f08c0c9046b817df3c73d13faa7	assistant_prof	code_4
Egypt	Spiretronic (Egypt)	15bf0f76699a31b8000992930d20768e	prof	code_2
Czechia	Envirmine (Czechia)	293503c776e16229369cd0bd977c12d5	PostDoc	code_2
United Kingdom of Great Britain and Northern Ireland	Lewisham Southwark College	6a213b891e2bf9b93c27cd8c2e070806	prof	code_5
Germany	Oeko Institut	2bec34546b1cd8df22695d937672f1b6	assistant_prof	code_2
Germany	Institut für Industrielle Pharmazie	af74aab880f250da4aea62d290bdb9cc	PostDoc	code_2
Japan	Kanazawa University Hospital	cecabc8f6f6376e723bd4404179d70b1	prof	code_3
Canada	Public Safety Canada	d092a4db1d605dc68a496ce9f5bab0d4	assistant_prof	code_1
Japan	Tokyo Metropolitan Children's Medical Center	42250a906f674ce0d34e97e588cfa054	PhD	code_3
United Kingdom of Great Britain and Northern Ireland	Wolfson Foundation	75c87e5d1b4c9a67547bd0147697e6e4	PhD	code_5
India	Central Forensic Science Laboratory	fc5bd02afc0525392f7f62d0499788da	PhD	code_3
China	Shanghai Blood Center	83b4dc06724802e8921cc80316f6eb1c	prof	code_1
India	Indira Gandhi Mirpur University	4aecfd7417f37fc41941e6bccdca9bc3	PostDoc	code_3
Canada	Canadian Economics Association	c3b7bd616b1ebd21337f91d3fd4173b1	PhD	code_1
China	Guangzhou Metro Group (China)	2436705ecc7871f1d423344c73816127	PostDoc	code_1
Japan	Japan Society of Ultrasonics in Medicine	880add8d0b4f447058ac8a51969b8772	prof	code_3
United Kingdom of Great Britain and Northern Ireland	Community Connect Foundation	3ca5d1467489de443c6df8aefec18b4e	assistant_prof	code_5
United Kingdom of Great Britain and Northern Ireland	West Cheshire College	38802861a4902fcc506b5b524fd7da0e	PhD	code_5
Austria	PROJEKTkompetenz	9d446a9fa778ff363442c29634e824d6	prof	code_1
United Kingdom of Great Britain and Northern Ireland	Highbury Hospital	a22994cdd5ad248a9ed686fe20cbaa91	prof	code_5
Spain	Complejo Hospitalario de Navarra	622c71f72bf872213bbcb9b2e4c6da59	PhD	code_5
Germany	Bayerische Landesanstalt für Weinbau und Gartenbau	305ce24a6f70878aa65166ab01e94325	assistant_prof	code_2
France	Groupe Hospitalier de la Région de Mulhouse et Sud Alsace	a2fdc286962e92af81af98ea7414bb01	prof	code_2
United Kingdom of Great Britain and Northern Ireland	IBI Group (United Kingdom)	689d687ee0d96dc60bc21031d3a8b39e	prof	code_5
Uganda	Epicentre Uganda	997b4477d762abad36d6b68a8cff61b2	PhD	code_5
Mexico	Universidad Tamaulipeca	c00afb765354f1db2475f2420a17b043	assistant_prof	code_3
Thailand	Thailand Board of Investment	c0f050cc4341bbde2ecb2337a0c4ff77	PhD	code_5
United Kingdom of Great Britain and Northern Ireland	Royal College of Veterinary Surgeons	45fc52ed0119a53d09b3a2a82832cbcb	prof	code_5
Germany	Malteser Zentrale	39eb346d3c506308e5a3616870e4f633	PhD	code_2
Sweden	Innovatum (Sweden)	e45c773d153b72582222cde9df65f2c8	assistant_prof	code_5
Norway	Fram Flora (Norway)	c599f12d913f92a42e40dce4d86171c6	prof	code_4
Philippines	Visayas State University	fff1547bfb3e471a424c57471c7957b1	PhD	code_4
United Kingdom of Great Britain and Northern Ireland	Heartlands Hospital	4d4295db45a097dbdce2b7433c7930d0	PostDoc	code_5
Slovakia	Animal Production Research Centre	428b1df92f75d9f29c3ab3d9d9add015	assistant_prof	code_5
Germany	Pfizer (Germany)	86e62b9465e3cdc4ffb4b229134d8e07	assistant_prof	code_2
France	Centre d'Etudes Prospectives et d'Informations Internationales	5c6974019de3fa98a4469d80eee4ded0	assistant_prof	code_2
Serbia	Bitgear (Serbia)	eb75ede19f7cc90f07564f3e69cbf59c	PhD	code_4
Canada	College of General and Professional Education	d9a5f5a3cf9d411c91e6de169ba361f9	PhD	code_1
Germany	Bruker (Germany)	ac9baee814e8e09b0a8769a590947665	PhD	code_2
China	Agricultural Genomics Institute at Shenzhen	2b3fd2c3bb6069b7d9d254f27a3ebbd5	PostDoc	code_1
India	Ashoka University	b28a81f4d6aaf93f6838c20d119de79f	prof	code_3
United Kingdom of Great Britain and Northern Ireland	Nokia (United Kingdom)	cc22f1a1f0c7bdbd7a05201a96255262	PhD	code_5
Czechia	Pure Bohemia (Czechia)	9e273b0c3b81de2fba03848402f1891c	PostDoc	code_2
Canada	HEC Montréal	3c4e0db98aa45445ea1cdafb20174f53	prof	code_1
Bangladesh	Rajshahi Medical College	d36d995e99740874558e805750309657	PostDoc	code_1
Norway	Intrapoint (Norway)	f673102382ea6c4dfcfa20a817b79100	prof	code_4
Switzerland	Stiftung Lindenhof Bern	8135d17ff55af8738aaa09a16d29e151	PhD	code_5
Poland	Spyra Primo (Poland)	a7cc32da68c230bd4a040c7ecd2ff703	assistant_prof	code_4
China	China Enterprise Confederation	9face5e42b76958fdba8661def300e21	PhD	code_1
Canada	Gwich'in Council International	52b0fb982277b8e243e657266b63e75e	PostDoc	code_1
China	Chizhou University	0fbf6ceccb66c1b6a4220ec22eeef41f	assistant_prof	code_1
Czechia	Blata (Czechia)	b4aa30c441712bd037ef952867f81e42	PostDoc	code_2
Guinea	Centre Universitaire de Labé	227b78b27796b83cb09e6e115febd235	prof	code_2
United Kingdom of Great Britain and Northern Ireland	Commonwealth Secretariat	24289312b1b8b88efd8028c57f6446c4	PostDoc	code_5
India	Shell (India)	d5c8d484186e4add3fee608eb8c500be	PhD	code_3
China	Heilongjiang University of Technology	42d7ee1be8cd71fc48e3965cd9ffb833	PhD	code_1
Australia	University of Southern Queensland	646ba3e4677519db6be495252fe765e3	PhD	code_1
China	Shenyang Academy of Environmental Sciences (China)	6f10a8d8d219e091732188e9fbc4a25f	PhD	code_1
Poland	Galwes (Poland)	cee30a8b3c0057f3d425678d86efa95a	PhD	code_4
Brazil	Rio Branco Institute	ea546632c090d3451a3fa0a666e7ea03	PhD	code_1
Japan	Chugoku Rosai Hospital	4a08a76bac162dc4d7ca2500115b8a23	prof	code_3
Argentina	Instituto de Botanica Darwinion	eb83c67dab5fece238e92dcd9bd12a38	PhD	code_1
Canada	Portage College	14933375a4812472ac394db09d511d33	PhD	code_1
Sweden	QuizRR (Sweden)	89690fd99456a57693edc30bdade9545	assistant_prof	code_5
Australia	Australian Recreational Fishing Foundation	9020551d0946455427796d9d257d592a	PostDoc	code_1
France	Leo Pharma (France)	e5a615cc84e128954e05dbcea6a90258	PostDoc	code_2
United Kingdom of Great Britain and Northern Ireland	BIPVco (United Kingdom)	ca5476fd91d262f261ae8613fb84d7ba	PhD	code_5
United Kingdom of Great Britain and Northern Ireland	Aeronautical and General Instruments	3ab61d98c7ba31805fde4fea2c49072c	prof	code_5
